timedelta,dst
312 days 00:00:00,-19.0
314 days 15:00:00,-14.0
314 days 16:00:00,-12.0
317 days 07:00:00,-15.0
317 days 08:00:00,-15.0
319 days 23:00:00,-13.0
320 days 00:00:00,-17.0
322 days 15:00:00,-21.0
322 days 16:00:00,-17.0
325 days 07:00:00,-1.0
325 days 08:00:00,-2.0
327 days 23:00:00,11.0
328 days 00:00:00,10.0
330 days 15:00:00,-6.0
330 days 16:00:00,-11.0
333 days 07:00:00,-10.0
333 days 08:00:00,-9.0
335 days 23:00:00,-5.0
336 days 00:00:00,-5.0
338 days 15:00:00,-4.0
338 days 16:00:00,-11.0
341 days 07:00:00,-18.0
341 days 08:00:00,-22.0
343 days 23:00:00,15.0
344 days 00:00:00,10.0
346 days 15:00:00,-27.0
346 days 16:00:00,-26.0
349 days 07:00:00,-20.0
349 days 08:00:00,-20.0
351 days 23:00:00,3.0
352 days 00:00:00,-2.0
354 days 15:00:00,-18.0
354 days 16:00:00,-17.0
357 days 07:00:00,8.0
357 days 08:00:00,5.0
359 days 23:00:00,4.0
360 days 00:00:00,2.0
362 days 15:00:00,6.0
362 days 16:00:00,6.0
365 days 07:00:00,-32.0
365 days 08:00:00,-31.0
367 days 23:00:00,-12.0
368 days 00:00:00,-13.0
370 days 15:00:00,20.0
370 days 16:00:00,19.0
373 days 07:00:00,-53.0
373 days 08:00:00,-51.0
375 days 23:00:00,-23.0
376 days 00:00:00,-22.0
378 days 15:00:00,-21.0
378 days 16:00:00,-21.0
381 days 07:00:00,-72.0
381 days 08:00:00,-69.0
383 days 23:00:00,-11.0
384 days 00:00:00,-12.0
386 days 15:00:00,-28.0
386 days 16:00:00,-29.0
389 days 07:00:00,-6.0
389 days 08:00:00,-4.0
391 days 23:00:00,1.0
392 days 00:00:00,1.0
394 days 15:00:00,-91.0
394 days 16:00:00,-86.0
397 days 07:00:00,-19.0
397 days 08:00:00,-18.0
399 days 23:00:00,-27.0
400 days 00:00:00,-28.0
402 days 15:00:00,-20.0
402 days 16:00:00,-21.0
405 days 07:00:00,-4.0
405 days 08:00:00,-4.0
407 days 23:00:00,-100.0
408 days 00:00:00,-106.0
410 days 15:00:00,-31.0
410 days 16:00:00,-26.0
413 days 07:00:00,-17.0
413 days 08:00:00,-17.0
415 days 23:00:00,-3.0
416 days 00:00:00,0.0
418 days 15:00:00,-57.0
418 days 16:00:00,-51.0
421 days 07:00:00,-16.0
421 days 08:00:00,-19.0
423 days 23:00:00,2.0
424 days 00:00:00,-4.0
426 days 15:00:00,23.0
426 days 16:00:00,11.0
429 days 07:00:00,-4.0
429 days 08:00:00,-2.0
431 days 23:00:00,9.0
432 days 00:00:00,10.0
434 days 15:00:00,-46.0
434 days 16:00:00,-49.0
437 days 07:00:00,-67.0
437 days 08:00:00,-51.0
439 days 23:00:00,-14.0
440 days 00:00:00,-18.0
442 days 15:00:00,-27.0
442 days 16:00:00,-25.0
445 days 07:00:00,-5.0
445 days 08:00:00,-2.0
447 days 23:00:00,-11.0
448 days 00:00:00,-12.0
450 days 15:00:00,2.0
450 days 16:00:00,2.0
453 days 07:00:00,-31.0
453 days 08:00:00,-29.0
455 days 23:00:00,-3.0
456 days 00:00:00,-6.0
458 days 15:00:00,0.0
458 days 16:00:00,-3.0
461 days 07:00:00,-12.0
461 days 08:00:00,-14.0
463 days 23:00:00,-17.0
464 days 00:00:00,-19.0
466 days 15:00:00,-43.0
466 days 16:00:00,-38.0
469 days 07:00:00,5.0
469 days 08:00:00,6.0
471 days 23:00:00,16.0
472 days 00:00:00,17.0
474 days 15:00:00,-7.0
474 days 16:00:00,-6.0
477 days 07:00:00,13.0
477 days 08:00:00,15.0
479 days 23:00:00,-2.0
480 days 00:00:00,-1.0
482 days 15:00:00,-45.0
482 days 16:00:00,-42.0
485 days 07:00:00,-38.0
485 days 08:00:00,-35.0
487 days 23:00:00,-99.0
488 days 00:00:00,-86.0
490 days 15:00:00,-50.0
490 days 16:00:00,-46.0
493 days 07:00:00,-25.0
493 days 08:00:00,-26.0
495 days 23:00:00,-18.0
496 days 00:00:00,-20.0
498 days 15:00:00,-97.0
498 days 16:00:00,-88.0
501 days 07:00:00,-63.0
501 days 08:00:00,-66.0
503 days 23:00:00,-45.0
504 days 00:00:00,-43.0
506 days 15:00:00,-37.0
506 days 16:00:00,-35.0
509 days 07:00:00,-19.0
509 days 08:00:00,-20.0
511 days 23:00:00,-6.0
512 days 00:00:00,-5.0
514 days 15:00:00,-23.0
514 days 16:00:00,-20.0
517 days 07:00:00,-13.0
517 days 08:00:00,-14.0
519 days 23:00:00,-22.0
520 days 00:00:00,-25.0
522 days 15:00:00,-8.0
522 days 16:00:00,-8.0
525 days 07:00:00,-50.0
525 days 08:00:00,-46.0
527 days 23:00:00,-22.0
528 days 00:00:00,-23.0
530 days 15:00:00,-4.0
530 days 16:00:00,-4.0
533 days 07:00:00,-20.0
533 days 08:00:00,-21.0
535 days 23:00:00,-14.0
536 days 00:00:00,-13.0
538 days 15:00:00,5.0
538 days 16:00:00,5.0
541 days 07:00:00,8.0
541 days 08:00:00,9.0
543 days 23:00:00,-14.0
544 days 00:00:00,-15.0
546 days 15:00:00,-1.0
546 days 16:00:00,-2.0
549 days 07:00:00,-32.0
549 days 08:00:00,-31.0
551 days 23:00:00,-22.0
552 days 00:00:00,-18.0
554 days 15:00:00,-24.0
554 days 16:00:00,-26.0
557 days 07:00:00,-5.0
557 days 08:00:00,-3.0
559 days 23:00:00,-6.0
560 days 00:00:00,-11.0
562 days 15:00:00,-18.0
562 days 16:00:00,-16.0
565 days 07:00:00,-10.0
565 days 08:00:00,-9.0
567 days 23:00:00,-27.0
568 days 00:00:00,-23.0
570 days 15:00:00,-13.0
570 days 16:00:00,-16.0
573 days 07:00:00,-28.0
573 days 08:00:00,-26.0
575 days 23:00:00,5.0
576 days 00:00:00,5.0
578 days 15:00:00,-5.0
578 days 16:00:00,-5.0
581 days 07:00:00,-10.0
581 days 08:00:00,-10.0
583 days 23:00:00,5.0
584 days 00:00:00,6.0
586 days 15:00:00,10.0
586 days 16:00:00,9.0
589 days 07:00:00,-23.0
589 days 08:00:00,-29.0
591 days 23:00:00,-11.0
592 days 00:00:00,-12.0
594 days 15:00:00,-2.0
594 days 16:00:00,-8.0
597 days 07:00:00,1.0
597 days 08:00:00,3.0
599 days 23:00:00,-6.0
600 days 00:00:00,-6.0
602 days 15:00:00,-3.0
602 days 16:00:00,-8.0
605 days 07:00:00,-3.0
605 days 08:00:00,-1.0
607 days 23:00:00,-9.0
608 days 00:00:00,-5.0
610 days 15:00:00,21.0
610 days 16:00:00,20.0
613 days 07:00:00,-1.0
613 days 08:00:00,0.0
615 days 23:00:00,-11.0
616 days 00:00:00,-11.0
618 days 15:00:00,3.0
618 days 16:00:00,0.0
621 days 07:00:00,3.0
621 days 08:00:00,-1.0
623 days 23:00:00,9.0
624 days 00:00:00,10.0
626 days 15:00:00,-3.0
626 days 16:00:00,-1.0
629 days 07:00:00,-2.0
629 days 08:00:00,-4.0
631 days 23:00:00,8.0
632 days 00:00:00,5.0
634 days 15:00:00,8.0
634 days 16:00:00,2.0
637 days 07:00:00,-16.0
637 days 08:00:00,-15.0
639 days 23:00:00,1.0
640 days 00:00:00,1.0
642 days 15:00:00,3.0
642 days 16:00:00,4.0
645 days 07:00:00,-1.0
645 days 08:00:00,0.0
647 days 23:00:00,-3.0
648 days 00:00:00,-1.0
650 days 15:00:00,11.0
650 days 16:00:00,12.0
653 days 07:00:00,-1.0
653 days 08:00:00,0.0
655 days 23:00:00,-2.0
656 days 00:00:00,-2.0
658 days 15:00:00,5.0
658 days 16:00:00,8.0
661 days 07:00:00,-16.0
661 days 08:00:00,-23.0
663 days 23:00:00,-11.0
664 days 00:00:00,-12.0
666 days 15:00:00,-9.0
666 days 16:00:00,-12.0
669 days 07:00:00,2.0
669 days 08:00:00,2.0
671 days 23:00:00,-2.0
672 days 00:00:00,-5.0
674 days 15:00:00,14.0
674 days 16:00:00,15.0
677 days 07:00:00,-1.0
677 days 08:00:00,0.0
679 days 23:00:00,-16.0
680 days 00:00:00,-17.0
682 days 15:00:00,-1.0
682 days 16:00:00,-2.0
685 days 07:00:00,-1.0
685 days 08:00:00,-3.0
687 days 23:00:00,-37.0
688 days 00:00:00,-35.0
690 days 15:00:00,-17.0
690 days 16:00:00,-17.0
693 days 07:00:00,-15.0
693 days 08:00:00,-17.0
695 days 23:00:00,-18.0
696 days 00:00:00,-10.0
698 days 15:00:00,-5.0
698 days 16:00:00,-3.0
701 days 07:00:00,8.0
701 days 08:00:00,9.0
703 days 23:00:00,-30.0
704 days 00:00:00,-27.0
706 days 15:00:00,-19.0
706 days 16:00:00,-21.0
709 days 07:00:00,-42.0
709 days 08:00:00,-33.0
711 days 23:00:00,-9.0
712 days 00:00:00,-7.0
714 days 15:00:00,-51.0
714 days 16:00:00,-52.0
717 days 07:00:00,-32.0
717 days 08:00:00,-29.0
719 days 23:00:00,-4.0
720 days 00:00:00,-3.0
722 days 15:00:00,-21.0
722 days 16:00:00,-20.0
725 days 07:00:00,-15.0
725 days 08:00:00,-17.0
727 days 23:00:00,-10.0
728 days 00:00:00,-8.0
730 days 15:00:00,0.0
730 days 16:00:00,0.0
733 days 07:00:00,4.0
733 days 08:00:00,1.0
735 days 23:00:00,-34.0
736 days 00:00:00,-32.0
738 days 15:00:00,-10.0
738 days 16:00:00,-11.0
741 days 07:00:00,-22.0
741 days 08:00:00,-23.0
743 days 23:00:00,-9.0
744 days 00:00:00,-13.0
746 days 15:00:00,0.0
746 days 16:00:00,-1.0
749 days 07:00:00,-9.0
749 days 08:00:00,-11.0
751 days 23:00:00,-6.0
752 days 00:00:00,-9.0
754 days 15:00:00,6.0
754 days 16:00:00,6.0
757 days 07:00:00,2.0
757 days 08:00:00,2.0
759 days 23:00:00,12.0
760 days 00:00:00,6.0
762 days 15:00:00,-3.0
762 days 16:00:00,-4.0
765 days 07:00:00,7.0
765 days 08:00:00,7.0
767 days 23:00:00,-15.0
768 days 00:00:00,-31.0
770 days 15:00:00,-14.0
770 days 16:00:00,-17.0
773 days 07:00:00,-6.0
773 days 08:00:00,-7.0
775 days 23:00:00,-30.0
776 days 00:00:00,-32.0
778 days 15:00:00,-18.0
778 days 16:00:00,-20.0
781 days 07:00:00,1.0
781 days 08:00:00,1.0
783 days 23:00:00,6.0
784 days 00:00:00,6.0
786 days 15:00:00,4.0
786 days 16:00:00,5.0
789 days 07:00:00,-3.0
789 days 08:00:00,-3.0
791 days 23:00:00,-5.0
792 days 00:00:00,-3.0
794 days 15:00:00,14.0
794 days 16:00:00,8.0
797 days 07:00:00,-13.0
797 days 08:00:00,-10.0
799 days 23:00:00,-7.0
800 days 00:00:00,-7.0
802 days 15:00:00,-4.0
802 days 16:00:00,-11.0
805 days 07:00:00,-19.0
805 days 08:00:00,-16.0
807 days 23:00:00,-4.0
808 days 00:00:00,-4.0
810 days 15:00:00,4.0
810 days 16:00:00,1.0
813 days 07:00:00,4.0
813 days 08:00:00,5.0
815 days 23:00:00,-9.0
816 days 00:00:00,-11.0
818 days 15:00:00,-28.0
818 days 16:00:00,-26.0
821 days 07:00:00,-10.0
821 days 08:00:00,1.0
823 days 23:00:00,-24.0
824 days 00:00:00,-23.0
826 days 15:00:00,-7.0
826 days 16:00:00,-8.0
829 days 07:00:00,-29.0
829 days 08:00:00,-28.0
831 days 23:00:00,-17.0
832 days 00:00:00,-15.0
834 days 15:00:00,-5.0
834 days 16:00:00,-4.0
837 days 07:00:00,5.0
837 days 08:00:00,8.0
839 days 23:00:00,9.0
840 days 00:00:00,7.0
842 days 15:00:00,-33.0
842 days 16:00:00,-28.0
845 days 07:00:00,-12.0
845 days 08:00:00,-15.0
847 days 23:00:00,7.0
848 days 00:00:00,7.0
850 days 15:00:00,-7.0
850 days 16:00:00,-7.0
853 days 07:00:00,-16.0
853 days 08:00:00,-24.0
855 days 23:00:00,-5.0
856 days 00:00:00,3.0
858 days 15:00:00,-17.0
858 days 16:00:00,-15.0
861 days 07:00:00,-2.0
861 days 08:00:00,-4.0
863 days 23:00:00,-11.0
864 days 00:00:00,-11.0
866 days 15:00:00,-5.0
866 days 16:00:00,-5.0
869 days 07:00:00,-14.0
869 days 08:00:00,-14.0
871 days 23:00:00,-22.0
872 days 00:00:00,-20.0
874 days 15:00:00,0.0
874 days 16:00:00,-2.0
877 days 07:00:00,-12.0
877 days 08:00:00,-18.0
879 days 23:00:00,-15.0
880 days 00:00:00,-16.0
882 days 15:00:00,3.0
882 days 16:00:00,5.0
885 days 07:00:00,-14.0
885 days 08:00:00,-12.0
887 days 23:00:00,-8.0
888 days 00:00:00,-7.0
890 days 15:00:00,-15.0
890 days 16:00:00,-16.0
893 days 07:00:00,2.0
893 days 08:00:00,3.0
895 days 23:00:00,-55.0
896 days 00:00:00,-53.0
898 days 15:00:00,-24.0
898 days 16:00:00,-21.0
901 days 07:00:00,-7.0
901 days 08:00:00,-5.0
903 days 23:00:00,-18.0
904 days 00:00:00,-16.0
906 days 15:00:00,-8.0
906 days 16:00:00,-6.0
909 days 07:00:00,7.0
909 days 08:00:00,7.0
911 days 23:00:00,-30.0
912 days 00:00:00,-32.0
914 days 15:00:00,-9.0
914 days 16:00:00,-13.0
917 days 07:00:00,-22.0
917 days 08:00:00,-17.0
919 days 23:00:00,-2.0
920 days 00:00:00,-1.0
922 days 15:00:00,25.0
922 days 16:00:00,31.0
925 days 07:00:00,-27.0
925 days 08:00:00,-25.0
927 days 23:00:00,-20.0
928 days 00:00:00,-19.0
930 days 15:00:00,-29.0
930 days 16:00:00,-26.0
933 days 07:00:00,-10.0
933 days 08:00:00,-10.0
935 days 23:00:00,-6.0
936 days 00:00:00,-4.0
938 days 15:00:00,-18.0
938 days 16:00:00,-17.0
941 days 07:00:00,-16.0
941 days 08:00:00,-16.0
943 days 23:00:00,-35.0
944 days 00:00:00,-33.0
946 days 15:00:00,-19.0
946 days 16:00:00,-21.0
949 days 07:00:00,-19.0
949 days 08:00:00,-18.0
951 days 23:00:00,-23.0
952 days 00:00:00,-19.0
954 days 15:00:00,-29.0
954 days 16:00:00,-28.0
957 days 07:00:00,-26.0
957 days 08:00:00,-27.0
959 days 23:00:00,-34.0
960 days 00:00:00,-39.0
962 days 15:00:00,-42.0
962 days 16:00:00,-45.0
965 days 07:00:00,-44.0
965 days 08:00:00,-44.0
967 days 23:00:00,-39.0
968 days 00:00:00,-36.0
970 days 15:00:00,-23.0
970 days 16:00:00,-26.0
973 days 07:00:00,-11.0
973 days 08:00:00,-7.0
975 days 23:00:00,-1.0
976 days 00:00:00,-17.0
978 days 15:00:00,-26.0
978 days 16:00:00,-30.0
981 days 07:00:00,-17.0
981 days 08:00:00,-20.0
983 days 23:00:00,-3.0
984 days 00:00:00,-6.0
986 days 15:00:00,-23.0
986 days 16:00:00,-26.0
989 days 07:00:00,-12.0
989 days 08:00:00,-8.0
991 days 23:00:00,-23.0
992 days 00:00:00,-23.0
994 days 15:00:00,-23.0
994 days 16:00:00,-25.0
997 days 07:00:00,-12.0
997 days 08:00:00,-7.0
999 days 23:00:00,-7.0
1000 days 00:00:00,-7.0
1002 days 15:00:00,1.0
1002 days 16:00:00,3.0
1005 days 07:00:00,-26.0
1005 days 08:00:00,-17.0
1007 days 23:00:00,-12.0
1008 days 00:00:00,-13.0
1010 days 15:00:00,-21.0
1010 days 16:00:00,-21.0
1013 days 07:00:00,-17.0
1013 days 08:00:00,-22.0
1015 days 23:00:00,-28.0
1016 days 00:00:00,-28.0
1018 days 15:00:00,-3.0
1018 days 16:00:00,-12.0
1021 days 07:00:00,-24.0
1021 days 08:00:00,-23.0
1023 days 23:00:00,-17.0
1024 days 00:00:00,-15.0
1026 days 15:00:00,-3.0
1026 days 16:00:00,-6.0
1029 days 07:00:00,-9.0
1029 days 08:00:00,-7.0
1031 days 23:00:00,-6.0
1032 days 00:00:00,-4.0
1034 days 15:00:00,-27.0
1034 days 16:00:00,-26.0
1037 days 07:00:00,-5.0
1037 days 08:00:00,-7.0
1039 days 23:00:00,-14.0
1040 days 00:00:00,-19.0
1042 days 15:00:00,-10.0
1042 days 16:00:00,-10.0
1045 days 07:00:00,-1.0
1045 days 08:00:00,4.0
1047 days 23:00:00,-7.0
1048 days 00:00:00,-6.0
1050 days 15:00:00,-11.0
1050 days 16:00:00,-12.0
1053 days 07:00:00,-2.0
1053 days 08:00:00,-2.0
1055 days 23:00:00,4.0
1056 days 00:00:00,3.0
1058 days 15:00:00,-34.0
1058 days 16:00:00,-30.0
1061 days 07:00:00,-17.0
1061 days 08:00:00,-16.0
1063 days 23:00:00,-1.0
1064 days 00:00:00,0.0
1066 days 15:00:00,-22.0
1066 days 16:00:00,-28.0
1069 days 07:00:00,-18.0
1069 days 08:00:00,-17.0
1071 days 23:00:00,-5.0
1072 days 00:00:00,-5.0
1074 days 15:00:00,3.0
1074 days 16:00:00,4.0
1077 days 07:00:00,-15.0
1077 days 08:00:00,-14.0
1079 days 23:00:00,-7.0
1080 days 00:00:00,-8.0
1082 days 15:00:00,-7.0
1082 days 16:00:00,-3.0
1085 days 07:00:00,0.0
1085 days 08:00:00,1.0
1087 days 23:00:00,-18.0
1088 days 00:00:00,-16.0
1090 days 15:00:00,7.0
1090 days 16:00:00,12.0
1093 days 07:00:00,-20.0
1093 days 08:00:00,-21.0
1095 days 23:00:00,-17.0
1096 days 00:00:00,-18.0
1098 days 15:00:00,-6.0
1098 days 16:00:00,-8.0
1101 days 07:00:00,-1.0
1101 days 08:00:00,8.0
1103 days 23:00:00,-9.0
1104 days 00:00:00,-9.0
1106 days 15:00:00,0.0
1106 days 16:00:00,-1.0
1109 days 07:00:00,8.0
1109 days 08:00:00,10.0
1111 days 23:00:00,-24.0
1112 days 00:00:00,-24.0
1114 days 15:00:00,-6.0
1114 days 16:00:00,-6.0
1117 days 07:00:00,-10.0
1117 days 08:00:00,-17.0
1119 days 23:00:00,-21.0
1120 days 00:00:00,-19.0
1122 days 15:00:00,-23.0
1122 days 16:00:00,-21.0
1125 days 07:00:00,-2.0
1125 days 08:00:00,0.0
1127 days 23:00:00,2.0
1128 days 00:00:00,2.0
1130 days 15:00:00,0.0
1130 days 16:00:00,2.0
1133 days 07:00:00,-2.0
1133 days 08:00:00,1.0
1135 days 23:00:00,-12.0
1136 days 00:00:00,-14.0
1138 days 15:00:00,3.0
1138 days 16:00:00,4.0
1141 days 07:00:00,-7.0
1141 days 08:00:00,-7.0
1143 days 23:00:00,-7.0
1144 days 00:00:00,-11.0
1146 days 15:00:00,-5.0
1146 days 16:00:00,-3.0
1149 days 07:00:00,-4.0
1149 days 08:00:00,-7.0
1151 days 23:00:00,-5.0
1152 days 00:00:00,-3.0
1154 days 15:00:00,32.0
1154 days 16:00:00,33.0
1157 days 07:00:00,-6.0
1157 days 08:00:00,-4.0
1159 days 23:00:00,-7.0
1160 days 00:00:00,-3.0
1162 days 15:00:00,-10.0
1162 days 16:00:00,-13.0
1165 days 07:00:00,3.0
1165 days 08:00:00,5.0
1167 days 23:00:00,-18.0
1168 days 00:00:00,-18.0
1170 days 15:00:00,-30.0
1170 days 16:00:00,-30.0
1173 days 07:00:00,-7.0
1173 days 08:00:00,-5.0
1175 days 23:00:00,-24.0
1176 days 00:00:00,-20.0
1178 days 15:00:00,-5.0
1178 days 16:00:00,-5.0
1181 days 07:00:00,9.0
1181 days 08:00:00,9.0
1183 days 23:00:00,4.0
1184 days 00:00:00,9.0
1186 days 15:00:00,-8.0
1186 days 16:00:00,-4.0
1189 days 07:00:00,-9.0
1189 days 08:00:00,-5.0
1191 days 23:00:00,2.0
1192 days 00:00:00,1.0
1194 days 15:00:00,-12.0
1194 days 16:00:00,-13.0
1197 days 07:00:00,-18.0
1197 days 08:00:00,-18.0
1199 days 23:00:00,-9.0
1200 days 00:00:00,-10.0
1202 days 15:00:00,-3.0
1202 days 16:00:00,-2.0
1205 days 07:00:00,6.0
1205 days 08:00:00,6.0
1207 days 23:00:00,1.0
1208 days 00:00:00,1.0
1210 days 15:00:00,8.0
1210 days 16:00:00,11.0
1213 days 07:00:00,-8.0
1213 days 08:00:00,-5.0
1215 days 23:00:00,-14.0
1216 days 00:00:00,-13.0
1218 days 15:00:00,0.0
1218 days 16:00:00,-2.0
1221 days 07:00:00,-11.0
1221 days 08:00:00,-11.0
1223 days 23:00:00,-21.0
1224 days 00:00:00,-23.0
1226 days 15:00:00,-2.0
1226 days 16:00:00,-2.0
1229 days 07:00:00,-12.0
1229 days 08:00:00,-11.0
1231 days 23:00:00,14.0
1232 days 00:00:00,17.0
1234 days 15:00:00,6.0
1234 days 16:00:00,5.0
1237 days 07:00:00,14.0
1237 days 08:00:00,14.0
1239 days 23:00:00,0.0
1240 days 00:00:00,1.0
1242 days 15:00:00,-9.0
1242 days 16:00:00,-9.0
1245 days 07:00:00,-22.0
1245 days 08:00:00,-22.0
1247 days 23:00:00,-10.0
1248 days 00:00:00,-10.0
1250 days 15:00:00,-14.0
1250 days 16:00:00,-13.0
1253 days 07:00:00,-11.0
1253 days 08:00:00,-11.0
1255 days 23:00:00,-4.0
1256 days 00:00:00,-5.0
1258 days 15:00:00,9.0
1258 days 16:00:00,8.0
1261 days 07:00:00,-12.0
1261 days 08:00:00,-12.0
1263 days 23:00:00,-1.0
1264 days 00:00:00,-2.0
1266 days 15:00:00,-19.0
1266 days 16:00:00,-16.0
1269 days 07:00:00,-2.0
1269 days 08:00:00,-1.0
1271 days 23:00:00,-1.0
1272 days 00:00:00,3.0
1274 days 15:00:00,-15.0
1274 days 16:00:00,-17.0
1277 days 07:00:00,-20.0
1277 days 08:00:00,-19.0
1279 days 23:00:00,-9.0
1280 days 00:00:00,-7.0
1282 days 15:00:00,-2.0
1282 days 16:00:00,-2.0
1285 days 07:00:00,7.0
1285 days 08:00:00,9.0
1287 days 23:00:00,6.0
1288 days 00:00:00,6.0
1290 days 15:00:00,9.0
1290 days 16:00:00,13.0
1293 days 07:00:00,3.0
1293 days 08:00:00,3.0
1295 days 23:00:00,-5.0
1296 days 00:00:00,-2.0
1298 days 15:00:00,-47.0
1298 days 16:00:00,-47.0
1301 days 07:00:00,-25.0
1301 days 08:00:00,-25.0
1303 days 23:00:00,-18.0
1304 days 00:00:00,-17.0
1306 days 15:00:00,-13.0
1306 days 16:00:00,-13.0
1309 days 07:00:00,1.0
1309 days 08:00:00,2.0
1311 days 23:00:00,8.0
1312 days 00:00:00,8.0
1314 days 15:00:00,6.0
1314 days 16:00:00,6.0
1317 days 07:00:00,5.0
1317 days 08:00:00,5.0
1319 days 23:00:00,-9.0
1320 days 00:00:00,-10.0
1322 days 15:00:00,-6.0
1322 days 16:00:00,-6.0
1325 days 07:00:00,16.0
1325 days 08:00:00,-13.0
1327 days 23:00:00,-11.0
1328 days 00:00:00,-9.0
1330 days 15:00:00,-12.0
1330 days 16:00:00,-15.0
1333 days 07:00:00,-7.0
1333 days 08:00:00,-7.0
1335 days 23:00:00,0.0
1336 days 00:00:00,-1.0
1338 days 15:00:00,1.0
1338 days 16:00:00,-7.0
1341 days 07:00:00,4.0
1341 days 08:00:00,4.0
1343 days 23:00:00,37.0
1344 days 00:00:00,31.0
1346 days 15:00:00,-20.0
1346 days 16:00:00,-19.0
1349 days 07:00:00,-10.0
1349 days 08:00:00,-11.0
1351 days 23:00:00,-24.0
1352 days 00:00:00,-27.0
1354 days 15:00:00,-17.0
1354 days 16:00:00,-13.0
1357 days 07:00:00,-12.0
1357 days 08:00:00,-14.0
1359 days 23:00:00,-17.0
1360 days 00:00:00,-14.0
1362 days 15:00:00,-1.0
1362 days 16:00:00,-1.0
1365 days 07:00:00,-9.0
1365 days 08:00:00,-12.0
1367 days 23:00:00,-2.0
1368 days 00:00:00,0.0
1370 days 15:00:00,27.0
1370 days 16:00:00,17.0
1373 days 07:00:00,-35.0
1373 days 08:00:00,-34.0
1375 days 23:00:00,-20.0
1376 days 00:00:00,-20.0
1378 days 15:00:00,-7.0
1378 days 16:00:00,-7.0
1381 days 07:00:00,-25.0
1381 days 08:00:00,-23.0
1383 days 23:00:00,-18.0
1384 days 00:00:00,-23.0
1386 days 15:00:00,-9.0
1386 days 16:00:00,-10.0
1389 days 07:00:00,-28.0
1389 days 08:00:00,-22.0
1391 days 23:00:00,-14.0
1392 days 00:00:00,-13.0
1394 days 15:00:00,-1.0
1394 days 16:00:00,-1.0
1397 days 07:00:00,-7.0
1397 days 08:00:00,-6.0
1399 days 23:00:00,-45.0
1400 days 00:00:00,-47.0
1402 days 15:00:00,-26.0
1402 days 16:00:00,-25.0
1405 days 07:00:00,-15.0
1405 days 08:00:00,-15.0
1407 days 23:00:00,-33.0
1408 days 00:00:00,-34.0
1410 days 15:00:00,-27.0
1410 days 16:00:00,-29.0
1413 days 07:00:00,-17.0
1413 days 08:00:00,-13.0
1415 days 23:00:00,-27.0
1416 days 00:00:00,-26.0
1418 days 15:00:00,-15.0
1418 days 16:00:00,-17.0
1421 days 07:00:00,-8.0
1421 days 08:00:00,-8.0
1423 days 23:00:00,-6.0
1424 days 00:00:00,-4.0
1426 days 15:00:00,-36.0
1426 days 16:00:00,-37.0
1429 days 07:00:00,-30.0
1429 days 08:00:00,-32.0
1431 days 23:00:00,-13.0
1432 days 00:00:00,-10.0
1434 days 15:00:00,11.0
1434 days 16:00:00,11.0
1437 days 07:00:00,-17.0
1437 days 08:00:00,-19.0
1439 days 23:00:00,-13.0
1440 days 00:00:00,-11.0
1442 days 15:00:00,-13.0
1442 days 16:00:00,-11.0
1445 days 07:00:00,-1.0
1445 days 08:00:00,0.0
1447 days 23:00:00,-11.0
1448 days 00:00:00,-15.0
1450 days 15:00:00,-4.0
1450 days 16:00:00,-5.0
1453 days 07:00:00,-33.0
1453 days 08:00:00,-38.0
1455 days 23:00:00,-21.0
1456 days 00:00:00,-20.0
1458 days 15:00:00,-29.0
1458 days 16:00:00,-26.0
1461 days 07:00:00,-6.0
1461 days 08:00:00,-8.0
1463 days 23:00:00,-8.0
1464 days 00:00:00,-7.0
1466 days 15:00:00,-14.0
1466 days 16:00:00,-10.0
1469 days 07:00:00,-5.0
1469 days 08:00:00,-7.0
1471 days 23:00:00,0.0
1472 days 00:00:00,2.0
1474 days 15:00:00,-2.0
1474 days 16:00:00,-3.0
1477 days 07:00:00,-1.0
1477 days 08:00:00,-1.0
1479 days 23:00:00,0.0
1480 days 00:00:00,-2.0
1482 days 15:00:00,-12.0
1482 days 16:00:00,-8.0
1485 days 07:00:00,-10.0
1485 days 08:00:00,-6.0
1487 days 23:00:00,0.0
1488 days 00:00:00,0.0
1490 days 15:00:00,-16.0
1490 days 16:00:00,-14.0
1493 days 07:00:00,-14.0
1493 days 08:00:00,-11.0
1495 days 23:00:00,-1.0
1496 days 00:00:00,1.0
1498 days 15:00:00,-15.0
1498 days 16:00:00,-14.0
1501 days 07:00:00,-2.0
1501 days 08:00:00,0.0
1503 days 23:00:00,-2.0
1504 days 00:00:00,-4.0
1506 days 15:00:00,-21.0
1506 days 16:00:00,-17.0
1509 days 07:00:00,-16.0
1509 days 08:00:00,-16.0
1511 days 23:00:00,-10.0
1512 days 00:00:00,-10.0
1514 days 15:00:00,-7.0
1514 days 16:00:00,-7.0
1517 days 07:00:00,-10.0
1517 days 08:00:00,-17.0
1519 days 23:00:00,-8.0
1520 days 00:00:00,-6.0
1522 days 15:00:00,-7.0
1522 days 16:00:00,-8.0
1525 days 07:00:00,4.0
1525 days 08:00:00,5.0
1527 days 23:00:00,-5.0
1528 days 00:00:00,-8.0
1530 days 15:00:00,7.0
1530 days 16:00:00,4.0
1533 days 07:00:00,-30.0
1533 days 08:00:00,-34.0
1535 days 23:00:00,-14.0
1536 days 00:00:00,-15.0
